User,Time,CPU,RAM
forrest,Nov 29 16:19:53,170.6,5.098
forrest,Nov 29 16:19:52,158.8,5.095
forrest,Nov 29 16:19:51,135.4,5.097
forrest,Nov 29 16:19:49,153,5.113
forrest,Nov 29 16:19:48,189.1,5.114
forrest,Nov 29 16:19:47,131.1,5.119
forrest,Nov 29 16:19:46,131.1,5.093
forrest,Nov 29 16:19:45,118.6,5.093
forrest,Nov 29 16:19:43,111.9,5.114
forrest,Nov 29 16:19:42,99.8,5.111
