User,Time,CPU,RAM
forrest,Nov 02 15:38:17,475,4.208
forrest,Nov 02 15:38:19,429.3,4.203
forrest,Nov 02 15:38:20,433.6,4.165
forrest,Nov 02 15:38:21,500.1,4.168
forrest,Nov 02 15:38:22,405.6,4.165
forrest,Nov 02 15:38:24,389.1,4.161
forrest,Nov 02 15:38:25,475,4.164
forrest,Nov 02 15:38:26,421.2,4.162
forrest,Nov 02 15:38:28,500.1,4.162
forrest,Nov 02 15:38:29,447.2,4.162
